事件,事件编码,事件等级,事件名称,版本号,事件类型,埋点触发时机,上报端,应用场景,是否落G库,通用/定制,事件备注,序号,字段,字段分类,字段名称,是否必传,是否为枚举,字段类型,字段说明,,,,,,,,,,,,
,,,,,,,,,,,,28,friendly_is_bot,扩展,队友是否为机器人标识,是,是,string,来源游戏，记录队友是否为机器人，1为机器人，0为真人玩家,,,,,,,,,,,,
洞府,100309,B,cave,1,角色事件,"1、洞府内种植操作时记录
2、洞府内培育操作时记录
3、洞府内收获操作时记录",游戏客户端,数值分析,是,定制,,1,log_id,内置,日志id,是,否,string,"日志流水号,在一个游戏区服下，每条日志必须保证全局唯一性且递增",,,,,,,,,,,,
,,,,,,,,,,,,2,event_time,内置,事件时间,是,否,string,事件触发日期，时间格式为Z yyyy-MM-dd HH:mm:ss 时区+时间形式，如：+0800 2020-10-26 20:16:38,,,,,,,,,,,,
,,,,,,,,,,,,3,zone_id,基础,区服组id,是,否,string,来源游戏，服务器游戏产品ID,,,,,,,,,,,,
,,,,,,,,,,,,4,game_version,基础,游戏版本号,是,否,string,来源游戏，服务器上的游戏版本号,,,,,,,,,,,,
,,,,,,,,,,,,5,pub_id,基础,发行商id,是,是,dimension,由CP-SDK透传给游戏记录，来源于绿岸CP-SDK包体,,,,,,,,,,,,
,,,,,,,,,,,,6,tunnel_id,基础,通道id,是,是,dimension,由CP-SDK透传给游戏记录，来源于绿岸CP-SDK包体,,,,,,,,,,,,
,,,,,,,,,,,,7,server_id,基础,区服id,是,否,string,来源游戏，服务器区服ID，角色创角原始区服，合服后仍传原始区服,,,,,,,,,,,,
,,,,,,,,,,,,8,cpsdk_account_id,基础,cpsdk账号id,是,否,string,由CP-SDK生成的cpsdk账号id,,,,,,,,,,,,
,,,,,,,,,,,,9,game_account_id,基础,游戏账号id,是,否,string,来源游戏，游戏的账号id,,,,,,,,,,,,
,,,,,,,,,,,,10,role_id,基础,角色id,是,否,string,来源游戏，游戏角色id,,,,,,,,,,,,
,,,,,,,,,,,,11,role_name,基础,角色名,是,否,string,来源游戏，角色当前角色名,,,,,,,,,,,,
,,,,,,,,,,,,12,land_unlocked,扩展,地块解锁情况,是,是,string,来源游戏，记录地块解锁情况，记录地块解锁数量,,,,,,,,,,,,
,,,,,,,,,,,,13,land_seeded,扩展,地块播种情况,是,是,string,"来源游戏，记录地块播种情况，作物id，用数组记录作物id，0代表空地块，例[10001,10002,0,0]",,,,,,,,,,,,
,,,,,,,,,,,,,,扩展,收获作物id,是,是,string,来源游戏，记录收获作物id,,,,,,,,,,,,
,,,,,,,,,,,,14,crop_status,扩展,种植作物状态,是,是,dimension,来源游戏，记录作物周期状态【0=种子，1=成熟】,,,,,,,,,,,,
,,,,,,,,,,,,15,crop_cultivation_status,扩展,植物培育情况,是,是,string,来源游戏，记录玩家进行培育操作时，消耗的道具和作用的地块,,,,,,,,,,,,
,,,,,,,,,,,,16,crop_mature_time,扩展,种植作物成熟剩余需要时长,是,是,string,来源游戏，记录成熟还需时长,,,,,,,,,,,,
强敌入侵,100310,B,enemy_invasion,1.0 ,角色事件,"1.开始挑战时记录
2.挑战成功时记录
3.挑战失败时记录
4.挑战中记录（event_type记录为10，schedule每一波结束时记录一次）
5.放弃挑战时记录",游戏客户端,数值分析,是,定制,,1,log_id,内置,日志id,是,否,string,"日志流水号,在一个游戏区服下，每条日志必须保证全局唯一性且递增",,,,,,,,,,,,
,,,,,,,,,,,,2,event_time,内置,事件时间,是,否,string,事件触发日期，时间格式为Z yyyy-MM-dd HH:mm:ss 时区+时间形式，如：+0800 2020-10-26 20:16:38,,,,,,,,,,,,
,,,,,,,,,,,,3,zone_id,基础,区服组id,是,否,string,来源游戏，服务器游戏产品ID,,,,,,,,,,,,
,,,,,,,,,,,,4,game_version,基础,游戏版本号,是,否,string,来源游戏，服务器上的游戏版本号,,,,,,,,,,,,
,,,,,,,,,,,,5,pub_id,基础,发行商id,是,是,dimension,由CP-SDK透传给游戏记录，来源于绿岸CP-SDK包体,,,,,,,,,,,,
,,,,,,,,,,,,6,tunnel_id,基础,通道id,是,是,dimension,由CP-SDK透传给游戏记录，来源于绿岸CP-SDK包体,,,,,,,,,,,,
,,,,,,,,,,,,7,server_id,基础,区服id,是,否,string,来源游戏，服务器区服ID，角色创角原始区服，合服后仍传原始区服,,,,,,,,,,,,
,,,,,,,,,,,,8,cpsdk_account_id,基础,cpsdk账号id,是,否,string,由CP-SDK生成的cpsdk账号id,,,,,,,,,,,,
,,,,,,,,,,,,9,game_account_id,基础,游戏账号id,是,否,string,来源游戏，游戏的账号id,,,,,,,,,,,,
,,,,,,,,,,,,10,role_id,基础,角色id,是,否,string,来源游戏，游戏角色id,,,,,,,,,,,,
,,,,,,,,,,,,11,role_name,基础,角色名,是,否,string,来源游戏，角色当前角色名,,,,,,,,,,,,
,,,,,,,,,,,,12,role_power,扩展,玩家能力,是,是,string,来源游戏，记录玩家进入玩法时的能力（Ps：在 同一局对战，玩家的能力是不变的）,,,,,,,,,,,,
,,,,,,,,,,,,13,battle_id,扩展,副本挑战id,是,是,string,来源游戏，玩家创建副本的唯一id,,,,,,,,,,,,
,,,,,,,,,,,,14,scene_id,扩展,关卡id,是,是,dimension,来源游戏，玩家创建副本的关卡id,,,,,,,,,,,,
,,,,,,,,,,,,15,left_player_hp,扩展,玩家剩余血量百分比,是,是,string,来源游戏，记录对应触发时间玩家剩余血量%（如果是100%，记录100，如果已经死亡记录0，向上取整）,,,,,,,,,,,,
,,,,,,,,,,,,16,total_damage,扩展,实际总伤害,是,是,string,来源游戏，记录对应触发时间的玩家该波次实际造成的总伤害,,,,,,,,,,,,
,,,,,,,,,,,,17,total_blood_returning,扩展,实际总回血量,是,是,string,来源游戏，记录对应触发时间的玩家该波次实际总回血量,,,,,,,,,,,,
,,,,,,,,,,,,18,total_shield_returning,扩展,实际总回盾量,是,是,string,来源游戏，记录对应触发时间的玩家该波次实际总回盾量,,,,,,,,,,,,
,,,,,,,,,,,,19,scene_type,扩展,场景类型,是,是,dimension,来源游戏，玩家创建副本的场景类型【枚举见《枚举表sheet》】,,,,,,,,,,,,
,,,,,,,,,,,,20,schedule,扩展,进度节点,是,是,string,来源游戏，记录对应事件发生时的副本进度（例如：开始挑战记0，挑战成功记总波次数，其他记录点根据要求记录）,,,,,,,,,,,,
,,,,,,,,,,,,21,battle_event_type,扩展,关卡战事件类型,是,是,dimension,来源游戏，枚举值【1=开始挑战，2=挑战成功，3=挑战失败，4=持续挑战，5=放弃挑战，6=打开融合界面，7=打开帮助界面】,,,,,,,,,,,,
,,,,,,,,,,,,22,carry_weapon,扩展,开局携带法宝,是,是,string,"来源游戏，开局时玩家携带的法宝格式为：法宝ID_攻击_等级_星级,, 多个用2个逗号分隔",,,,,,,,,,,,
